47,119,115,25,37,21,21,11,9,9,11,15,11
317,285,189,39,115,35,35,29,11,9,9,9,9
83,307,159,17,29,9,9,17,25,11,19,15,11
501,479,149,99,37,13,13,23,17,9,9,11,11
47,219,261,175,133,11,11,9,21,9,13,13,15
61,317,31,21,57,47,47,9,9,9,11,15,29
465,107,111,109,99,23,23,15,9,9,17,11,13
903,213,137,15,13,43,43,9,13,9,9,9,17
531,335,23,29,25,13,13,33,23,13,19,11,9
83,135,131,23,37,13,13,15,9,9,15,11,11
25,9,17,249,31,27,27,17,11,13,9,11,23
31,737,735,19,149,23,23,25,9,13,13,13,11
391,397,171,305,75,23,23,11,33,13,19,11,13
21,203,141,81,33,35,35,17,11,11,9,19,9
247,45,35,165,21,83,83,9,9,15,11,13,11
345,35,463,11,103,35,35,29,11,13,9,11,9
227,49,197,45,9,33,33,25,13,11,9,15,11
37,435,65,63,15,9,9,25,9,9,11,15,17
49,129,113,35,13,31,31,19,15,9,9,15,9
57,105,141,91,15,9,9,15,23,9,9,11,11
51,251,11,13,51,9,9,31,15,19,13,9,17
43,57,393,21,21,13,13,13,11,15,13,11,9
445,93,79,25,11,11,11,11,11,19,11,9,11
257,207,35,33,15,11,11,25,15,9,19,9,9
51,79,35,195,21,63,63,53,17,9,15,15,11
83,21,15,41,9,23,23,27,11,11,11,9,11
37,225,23,55,61,31,31,11,17,11,11,9,9
191,29,61,47,41,35,35,21,9,9,19,9,13
11,211,601,329,63,17,17,19,13,17,21,19,9
429,237,11,11,17,35,35,9,17,9,11,9,11
27,43,19,105,107,87,87,13,9,9,13,13,13
431,29,579,9,35,37,37,9,9,9,25,25,11
105,29,157,99,9,21,21,13,19,15,13,9,9
23,181,25,99,25,43,43,19,17,9,13,11,11
93,13,37,23,35,23,23,11,23,11,9,11,9
107,55,25,13,63,11,11,15,19,11,13,17,11
189,21,161,317,21,13,13,91,17,11,9,11,17
95,209,177,143,21,47,47,17,9,9,11,21,11
59,717,37,11,121,11,11,25,13,11,9,11,9
87,333,23,25,67,29,29,35,11,9,11,11,11
127,679,269,181,17,9,9,15,23,11,9,11,9
59,81,497,33,11,9,9,9,13,9,9,11,17
649,127,229,23,81,137,137,23,29,9,9,11,11
267,65,139,29,93,13,13,15,11,9,15,9,9
231,77,81,139,35,19,19,9,9,9,9,9,11
355,13,449,15,25,19,19,11,21,13,25,9,9
299,369,43,13,13,13,13,45,9,13,9,9,11
115,15,261,87,65,19,19,41,9,13,9,9,11
241,139,189,169,19,11,11,33,19,11,9,13,13
133,51,77,47,69,29,29,43,11,37,9,11,9
147,237,105,153,21,33,33,9,9,9,11,11,9
187,75,355,151,123,25,25,75,11,9,11,11,9
77,317,229,41,23,11,11,59,13,13,17,9,15
447,303,149,109,51,11,11,43,9,9,9,11,21
363,317,217,9,101,171,171,21,15,15,13,11,9
125,17,17,13,39,17,17,23,9,9,9,9,9
249,669,27,27,21,87,87,27,11,9,11,9,13
443,95,33,45,19,41,41,23,9,25,13,21,17
201,33,257,27,129,29,29,37,9,9,15,11,9
123,729,71,83,129,9,9,47,13,9,11,11,15
115,135,55,41,101,11,11,13,11,9,13,11,17
91,49,263,9,15,65,65,9,13,13,11,11,15
833,185,369,29,55,19,19,15,11,15,13,9,11
19,107,29,77,55,19,19,17,11,11,9,15,9
25,43,159,301,25,163,163,25,9,9,9,11,11
415,199,91,13,31,23,23,35,13,9,9,13,13
95,79,139,31,25,23,23,31,23,9,11,11,11
51,67,53,49,21,95,95,31,9,9,9,11,15
75,67,383,9,11,23,23,17,11,9,13,11,9
45,137,95,53,15,45,45,67,9,15,19,11,9
1000,83,67,35,19,19,19,15,21,9,11,11,19
37,17,109,19,39,25,25,9,13,9,13,15,11
181,99,133,77,67,37,37,9,15,9,13,9,9
461,29,17,21,21,13,13,39,27,9,17,13,9
305,35,57,37,43,39,39,27,11,11,9,17,9
87,245,377,15,9,139,139,23,9,13,15,11,17
67,139,151,221,37,31,31,9,9,15,9,17,9
463,437,67,193,33,25,25,9,15,9,15,9,13
133,207,95,113,23,23,23,15,17,11,9,13,11
261,171,37,83,117,29,29,65,9,21,11,11,9
85,13,491,55,49,39,39,23,25,11,9,13,13
61,123,13,231,55,19,19,19,13,9,9,9,9
405,245,85,19,83,65,65,13,17,17,11,13,9
23,697,117,159,93,67,67,35,17,11,11,11,9
139,27,115,45,29,11,11,33,15,9,9,35,11
779,37,119,35,43,11,11,13,11,11,11,11,23
99,331,105,61,9,35,35,11,9,11,9,9,11
193,65,207,25,19,11,11,67,17,9,11,11,11
275,53,67,19,9,23,23,31,9,13,11,13,9
1000,279,63,105,43,11,11,35,29,11,15,9,11
87,43,83,9,67,25,25,15,13,11,15,15,9
107,187,83,13,69,17,17,15,9,11,11,33,9
211,53,167,11,91,39,39,9,9,9,15,15,9
425,121,13,17,103,23,23,33,11,15,11,9,11
501,33,99,139,9,11,11,29,33,13,23,15,21
539,399,13,107,53,27,27,27,13,9,11,11,11
103,41,117,33,87,57,57,33,13,9,25,9,15
97,63,71,177,15,9,9,21,25,11,15,9,9
157,99,13,15,29,11,11,13,11,17,9,9,17
339,161,421,15,33,33,33,15,15,9,11,9,13
