333.0,163.0,163.0,271.0,11.0,159.0,27.0,17.0
21.0,41.0,233.0,125.0,51.0,25.0,29.0,11.0
141.0,317.0,363.0,125.0,151.0,17.0,63.0,13.0
601.0,147.0,87.0,133.0,59.0,35.0,117.0,13.0
453.0,697.0,45.0,193.0,39.0,99.0,19.0,11.0
19.0,459.0,57.0,139.0,95.0,55.0,25.0,17.0
55.0,637.0,35.0,71.0,19.0,31.0,15.0,9.0
915.0,31.0,167.0,269.0,229.0,99.0,49.0,15.0
81.0,113.0,17.0,103.0,63.0,39.0,9.0,17.0
27.0,463.0,59.0,143.0,43.0,103.0,65.0,15.0
669.0,107.0,353.0,19.0,55.0,25.0,13.0,17.0
143.0,491.0,19.0,35.0,51.0,137.0,21.0,25.0
259.0,323.0,173.0,75.0,13.0,103.0,49.0,25.0
83.0,393.0,225.0,171.0,339.0,83.0,13.0,33.0
129.0,207.0,245.0,75.0,27.0,21.0,37.0,9.0
231.0,135.0,23.0,139.0,101.0,61.0,83.0,9.0
95.0,33.0,853.0,57.0,47.0,11.0,31.0,9.0
349.0,31.0,35.0,139.0,61.0,111.0,9.0,13.0
509.0,179.0,151.0,277.0,45.0,75.0,49.0,11.0
367.0,105.0,49.0,13.0,15.0,111.0,13.0,11.0
29.0,137.0,191.0,213.0,55.0,21.0,43.0,25.0
35.0,295.0,87.0,31.0,79.0,121.0,69.0,27.0
81.0,253.0,19.0,67.0,223.0,53.0,65.0,109.0
99.0,29.0,131.0,13.0,13.0,11.0,9.0,29.0
63.0,283.0,21.0,399.0,49.0,23.0,63.0,87.0
43.0,249.0,141.0,89.0,79.0,11.0,73.0,23.0
525.0,283.0,79.0,19.0,85.0,35.0,35.0,13.0
135.0,105.0,57.0,97.0,43.0,63.0,9.0,17.0
265.0,321.0,201.0,13.0,99.0,27.0,25.0,9.0
39.0,151.0,141.0,33.0,21.0,19.0,13.0,9.0
39.0,359.0,175.0,29.0,81.0,25.0,63.0,13.0
247.0,311.0,47.0,271.0,19.0,27.0,51.0,21.0
107.0,75.0,361.0,71.0,45.0,79.0,29.0,43.0
121.0,595.0,159.0,45.0,11.0,35.0,47.0,17.0
711.0,27.0,179.0,129.0,23.0,11.0,29.0,9.0
343.0,59.0,67.0,259.0,17.0,11.0,29.0,23.0
121.0,155.0,13.0,21.0,89.0,51.0,15.0,9.0
111.0,101.0,51.0,217.0,77.0,53.0,29.0,17.0
29.0,115.0,99.0,17.0,133.0,203.0,9.0,73.0
27.0,439.0,145.0,23.0,79.0,95.0,13.0,39.0
153.0,709.0,23.0,155.0,237.0,225.0,55.0,11.0
15.0,63.0,123.0,27.0,15.0,15.0,13.0,45.0
461.0,189.0,229.0,369.0,83.0,19.0,25.0,21.0
515.0,93.0,73.0,111.0,151.0,19.0,9.0,47.0
49.0,257.0,185.0,13.0,171.0,89.0,21.0,9.0
269.0,29.0,19.0,225.0,175.0,303.0,45.0,13.0
313.0,419.0,109.0,327.0,35.0,11.0,15.0,33.0
85.0,57.0,73.0,57.0,117.0,25.0,15.0,11.0
185.0,399.0,183.0,27.0,221.0,43.0,19.0,11.0
281.0,287.0,13.0,287.0,101.0,77.0,95.0,17.0
95.0,21.0,67.0,27.0,35.0,19.0,87.0,11.0
567.0,389.0,51.0,133.0,29.0,11.0,15.0,21.0
37.0,181.0,855.0,65.0,17.0,15.0,15.0,9.0
603.0,199.0,41.0,135.0,11.0,13.0,69.0,9.0
111.0,123.0,127.0,589.0,13.0,111.0,9.0,13.0
113.0,9.0,61.0,85.0,15.0,89.0,173.0,33.0
437.0,149.0,39.0,79.0,79.0,13.0,137.0,33.0
47.0,65.0,151.0,27.0,279.0,23.0,37.0,15.0
105.0,269.0,287.0,83.0,107.0,75.0,73.0,9.0
19.0,231.0,345.0,233.0,17.0,51.0,31.0,9.0
