125.0,121.0,81.0,211.0,11.0,13.0,25.0,9.0
97.0,19.0,383.0,23.0,69.0,49.0,11.0,13.0
41.0,183.0,41.0,153.0,269.0,93.0,9.0,13.0
13.0,395.0,457.0,29.0,201.0,73.0,33.0,27.0
369.0,415.0,71.0,23.0,111.0,11.0,43.0,57.0
247.0,33.0,133.0,43.0,53.0,31.0,17.0,13.0
143.0,33.0,107.0,15.0,67.0,93.0,23.0,15.0
15.0,21.0,437.0,43.0,11.0,9.0,71.0,21.0
29.0,501.0,41.0,27.0,79.0,11.0,19.0,9.0
509.0,445.0,29.0,159.0,85.0,17.0,21.0,19.0
15.0,85.0,151.0,39.0,29.0,15.0,25.0,9.0
263.0,45.0,59.0,73.0,129.0,35.0,13.0,9.0
221.0,1000.0,197.0,73.0,19.0,15.0,23.0,17.0
107.0,17.0,23.0,205.0,25.0,13.0,43.0,17.0
1000.0,267.0,139.0,51.0,155.0,103.0,13.0,37.0
93.0,157.0,541.0,165.0,13.0,155.0,23.0,17.0
105.0,151.0,157.0,13.0,515.0,173.0,69.0,15.0
185.0,343.0,23.0,29.0,33.0,101.0,13.0,29.0
39.0,31.0,17.0,13.0,21.0,69.0,13.0,55.0
53.0,89.0,71.0,397.0,23.0,43.0,13.0,41.0
635.0,451.0,197.0,311.0,83.0,25.0,19.0,19.0
75.0,15.0,153.0,47.0,191.0,89.0,81.0,15.0
51.0,383.0,43.0,75.0,205.0,29.0,37.0,23.0
69.0,301.0,45.0,153.0,11.0,55.0,9.0,15.0
441.0,165.0,23.0,225.0,199.0,187.0,63.0,65.0
439.0,105.0,83.0,37.0,61.0,81.0,65.0,57.0
555.0,105.0,83.0,41.0,69.0,175.0,21.0,25.0
1000.0,41.0,27.0,133.0,31.0,35.0,25.0,9.0
35.0,195.0,83.0,425.0,13.0,125.0,9.0,31.0
11.0,43.0,817.0,173.0,65.0,73.0,39.0,25.0
535.0,107.0,25.0,389.0,13.0,19.0,39.0,11.0
193.0,23.0,213.0,33.0,19.0,181.0,27.0,21.0
691.0,47.0,65.0,17.0,291.0,9.0,65.0,13.0
129.0,153.0,37.0,91.0,121.0,67.0,55.0,11.0
67.0,105.0,135.0,71.0,245.0,13.0,21.0,23.0
267.0,15.0,43.0,53.0,19.0,41.0,11.0,25.0
119.0,39.0,83.0,79.0,59.0,9.0,25.0,19.0
75.0,149.0,79.0,47.0,27.0,99.0,65.0,43.0
331.0,217.0,91.0,131.0,15.0,83.0,29.0,25.0
133.0,27.0,21.0,9.0,35.0,37.0,27.0,17.0
745.0,55.0,109.0,79.0,73.0,15.0,43.0,13.0
51.0,69.0,165.0,21.0,113.0,51.0,27.0,23.0
671.0,93.0,587.0,219.0,11.0,11.0,19.0,37.0
185.0,89.0,41.0,137.0,15.0,171.0,41.0,11.0
177.0,527.0,115.0,51.0,119.0,69.0,31.0,15.0
229.0,19.0,57.0,377.0,31.0,17.0,57.0,25.0
359.0,135.0,59.0,81.0,39.0,153.0,23.0,19.0
