181,403,187,229,11,117,29,11,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,11,9,9,9,11,9,11,9,11,11,9,9,11,9,11,9,9,9,9
283,191,217,71,43,115,27,11,21,9,9,9,9,11,9,9,9,9,9,9,9,9,9,11,9,9,9,9,11,9,9,9,9,9,9,9,11,9,9,9,9,11,9,9,9,11,11,9,9,9
69,277,151,47,177,113,103,27,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,9,11,9,9,9,11,9,11,9,11,11,9,9,9,9,9,9,9,11,9,11
823,27,633,223,97,67,11,25,21,15,11,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,11,9,11,11,9,9,9,9,9,9,9,11,9,11,9,9,11,13,9,9,9,9,11
773,153,153,283,9,23,11,11,9,9,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,11,9,11,11,11,11,9,11,9,9,11,9,9
1000,37,289,31,263,15,45,11,9,9,9,9,9,9,9,9,9,9,9,11,9,11,11,9,9,11,9,9,11,11,11,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
55,37,55,15,31,13,11,13,11,9,15,9,11,9,9,9,9,9,9,9,9,9,9,11,9,9,9,11,13,9,9,9,11,9,9,9,11,9,11,9,9,9,9,11,9,11,9,9,9,9
77,377,439,233,41,65,35,29,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,11,9,9,9,9,9,11,9,11,9,9,9,11,9,9,9,9,9,9,9,9,11
27,267,279,35,9,127,9,9,9,11,13,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,11,9,11,9,9,9,11,9,9,9,9,9,11,9,9,11
129,291,277,95,21,73,19,19,9,19,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,9,9,9,9,9,9,9,9,9,9,11,9,9,11,9,9,9,9,9,9,9,11,9,9,9
151,63,271,173,43,85,37,9,37,11,9,9,9,11,9,9,11,9,9,9,11,9,9,9,9,11,9,9,9,9,9,9,11,9,9,9,9,11,9,9,9,13,9,9,11,9,9,9,9,11
75,117,27,29,61,11,27,17,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,9,11,11,11,9,9,11,11,9,9,11,9,9,9,11,9,9,11,9,9
13,469,33,179,99,27,37,9,9,9,9,9,9,9,9,9,9,9,11,9,11,9,9,11,11,11,9,9,9,9,11,9,11,9,9,9,9,9,9,9,9,9,9,11,9,9,9,11,9,11
