51,635,9,91,221,9,15,59,9,9,9,9,9
47,699,39,83,87,39,21,13,13,9,9,9,9
15,239,289,265,53,71,9,19,9,9,9,9,9
121,527,21,141,91,65,27,23,15,9,9,9,9
489,51,265,255,17,33,21,9,11,9,9,9,9
339,197,517,11,17,277,23,37,11,9,9,9,9
535,255,21,203,31,43,23,11,9,9,9,9,9
87,51,161,55,117,11,75,13,17,9,9,9,9
1000,31,83,39,29,45,37,11,9,9,9,9,9
47,17,447,45,15,11,19,13,13,9,9,9,9
443,81,105,177,11,27,37,9,9,9,9,9,9
79,187,57,45,35,9,39,15,13,9,9,9,9
57,117,21,385,57,25,15,11,9,9,9,9,9
683,293,9,19,121,35,25,9,9,9,9,9,9
161,123,107,681,183,11,39,13,23,9,9,9,9
115,63,101,13,9,33,29,11,15,9,9,9,9
89,19,185,15,55,27,11,61,9,9,13,9,9
47,53,53,63,53,23,39,19,9,9,9,9,9
25,57,89,131,89,21,13,13,9,9,9,9,9
27,63,9,17,13,9,73,9,11,9,9,9,9
519,151,241,15,63,49,115,53,9,9,9,9,9
121,59,87,27,303,11,27,13,15,9,9,9,9
259,51,539,261,237,83,13,9,9,9,9,9,9
327,123,173,233,153,9,85,11,19,9,9,9,9
29,55,175,15,29,13,47,9,9,9,9,9,9
21,33,113,11,109,19,111,13,9,9,9,9,9
63,67,29,77,83,39,13,9,13,11,9,9,9
129,389,575,283,9,67,17,9,11,9,9,9,9
345,11,33,185,29,49,23,9,15,9,11,9,9
83,17,717,169,29,155,21,15,15,11,9,9,9
469,263,139,37,31,31,9,9,9,9,9,9,9
377,551,315,115,43,69,13,21,9,9,9,9,9
797,197,225,347,51,43,17,25,9,9,9,9,9
1000,401,11,227,51,23,21,41,9,9,9,9,9
27,393,169,79,183,121,9,55,9,9,9,9,9
193,47,27,21,33,17,19,29,11,9,9,9,9
119,55,41,115,11,9,15,11,9,9,9,9,9
81,83,187,21,229,27,127,11,13,9,9,9,9
259,81,27,87,15,19,11,13,23,9,9,9,9
43,337,57,125,141,33,9,15,15,9,9,9,9
463,575,647,131,67,9,189,21,9,9,9,9,9
109,419,23,19,11,11,11,21,15,9,9,9,9
185,287,237,43,17,13,9,13,9,9,9,9,9
13,141,45,89,19,21,9,17,11,11,9,9,9
55,437,169,361,51,53,9,41,11,9,9,9,9
287,125,25,191,35,25,39,19,11,9,9,9,9
607,105,101,331,89,133,57,11,15,9,9,9,9
345,199,27,225,95,19,13,15,11,9,9,9,9
19,33,25,31,35,31,33,9,13,9,9,9,9
27,341,31,109,15,35,35,25,19,9,9,9,9
171,177,691,231,71,73,93,9,9,11,9,9,9
315,225,37,43,11,71,83,17,11,9,9,9,9
543,109,337,13,13,69,9,9,15,11,11,9,9
695,135,383,337,77,9,67,15,11,9,9,9,9
131,151,77,37,9,39,11,47,15,9,9,9,9
243,15,145,31,73,9,11,9,11,9,9,9,9
161,179,105,45,55,11,9,9,9,9,9,9,9
123,135,37,185,275,27,17,9,15,9,9,9,9
63,121,549,201,109,47,55,43,9,9,9,9,9
215,55,501,169,31,77,9,13,11,9,9,9,9
103,337,145,21,49,161,59,17,9,9,9,9,9
49,309,231,33,199,117,25,23,9,9,9,9,9
429,21,67,159,103,11,11,29,11,9,9,9,9
177,39,183,51,65,11,45,25,9,9,9,9,9
53,17,73,177,57,19,13,9,9,9,9,9,9
83,67,51,97,19,51,59,11,23,9,9,9,9
149,17,35,23,153,21,33,13,9,9,11,9,9
227,85,47,223,33,123,9,13,9,9,9,9,9
565,75,43,141,13,19,9,39,9,9,9,9,9
109,215,9,105,167,19,9,21,19,9,9,9,9
215,51,59,73,103,11,21,25,9,9,9,9,9
55,407,21,35,13,11,71,119,15,11,9,9,9
43,173,107,27,17,37,67,9,11,9,9,9,9
23,73,1000,263,127,61,11,9,11,9,9,9,9
153,37,29,93,43,91,9,21,9,9,9,9,9
67,173,137,13,11,25,17,9,9,9,9,9,9
123,41,379,99,77,63,15,69,13,9,9,9,9
43,13,539,87,129,15,39,9,9,9,9,9,9
399,137,29,47,113,103,67,19,9,9,9,9,9
25,131,307,187,33,13,53,13,9,9,9,9,9
29,87,39,37,13,41,11,21,9,9,9,9,9
13,95,49,131,13,9,29,9,9,9,9,9,9
37,93,75,111,83,11,19,11,11,9,9,9,9
289,323,51,151,45,39,33,15,21,9,9,9,9
55,591,31,133,27,111,13,9,9,9,9,9,9
243,201,79,111,9,11,73,11,9,11,9,9,9
245,341,125,39,27,17,13,9,11,9,9,9,9
147,411,91,31,365,133,13,13,9,9,9,9,9
539,249,313,463,169,15,17,19,9,9,9,9,9
45,75,257,371,55,33,27,51,11,9,9,9,9
15,481,63,343,33,39,27,21,9,9,9,9,9
209,91,193,79,21,25,95,13,11,9,11,9,9
109,127,17,33,31,43,29,41,9,9,9,9,9
117,117,29,45,99,25,41,41,13,9,9,9,9
381,223,435,35,35,11,31,17,9,11,9,9,9
55,11,205,79,15,21,73,9,9,9,9,9,9
25,143,151,251,303,19,15,9,9,9,9,9,9
829,221,61,57,141,55,25,23,9,9,9,9,9
175,169,59,179,113,17,19,9,11,9,9,9,9
243,31,89,415,21,35,13,19,9,9,9,9,9
