0.0,0.0,0.0,0.931,0.929,0.931,0.93,0.931,0.932,0.953,0.936,0.955,0.959,0.96,0.93
0.0,0.0,0.0,0.931,0.929,0.931,0.93,0.933,0.935,0.95,0.938,0.939,0.943,0.966,0.936
0.0,0.0,0.0,0.93,0.929,0.93,0.93,0.935,0.932,0.951,0.944,0.932,0.941,0.944,0.951
0.0,0.0,0.0,0.932,0.931,0.931,0.932,0.932,0.932,0.94,0.946,0.957,0.936,0.942,0.948
0.0,0.0,0.0,0.93,0.929,0.929,0.93,0.933,0.933,0.943,0.938,0.95,0.945,0.946,0.949
0.0,0.0,0.0,0.931,0.93,0.93,0.93,0.935,0.935,0.936,0.955,0.949,0.949,0.937,0.946
0.0,0.0,0.0,0.93,0.929,0.932,0.931,0.935,0.932,0.932,0.946,0.945,0.946,0.947,0.938
0.0,0.0,0.0,0.929,0.929,0.931,0.93,0.939,0.936,0.942,0.933,0.936,0.936,0.943,0.949
0.0,0.0,0.0,0.931,0.93,0.93,0.931,0.935,0.932,0.94,0.94,0.938,0.956,0.931,0.939
0.0,0.0,0.0,0.93,0.93,0.933,0.931,0.933,0.938,0.95,0.948,0.946,0.94,0.939,0.953
0.0,0.0,0.0,0.929,0.93,0.931,0.93,0.934,0.94,0.949,0.944,0.944,0.942,0.971,0.943
0.0,0.0,0.0,0.931,0.93,0.931,0.932,0.937,0.936,0.938,0.942,0.937,0.948,0.944,0.942
0.0,0.0,0.0,0.931,0.93,0.93,0.93,0.937,0.934,0.948,0.943,0.939,0.946,0.957,0.946
0.0,0.0,0.0,0.93,0.931,0.931,0.931,0.934,0.934,0.942,0.937,0.962,0.94,0.96,0.932
0.0,0.0,0.0,0.929,0.931,0.931,0.932,0.938,0.933,0.94,0.94,0.949,0.933,0.962,0.949
0.0,0.0,0.0,0.929,0.93,0.929,0.93,0.935,0.936,0.941,0.939,0.937,0.952,0.942,0.959
0.0,0.0,0.0,0.93,0.931,0.93,0.929,0.935,0.939,0.938,0.939,0.94,0.943,0.956,0.952
0.0,0.0,0.0,0.929,0.931,0.93,0.932,0.932,0.935,0.945,0.94,0.946,0.95,0.936,0.939
0.0,0.0,0.0,0.93,0.931,0.932,0.93,0.937,0.934,0.937,0.935,0.942,0.944,0.954,0.951
0.0,0.0,0.0,0.93,0.93,0.932,0.931,0.935,0.936,0.939,0.938,0.948,0.946,0.948,0.967
0.0,0.0,0.0,0.93,0.931,0.931,0.932,0.939,0.937,0.941,0.935,0.95,0.945,0.944,0.957
0.0,0.0,0.0,0.93,0.93,0.93,0.931,0.935,0.934,0.942,0.944,0.953,0.958,0.961,0.943
0.0,0.0,0.0,0.93,0.93,0.932,0.931,0.936,0.936,0.946,0.936,0.964,0.938,0.947,0.954
0.0,0.0,0.0,0.929,0.929,0.931,0.933,0.94,0.935,0.937,0.942,0.951,0.941,0.935,0.959
0.0,0.0,0.0,0.93,0.929,0.929,0.93,0.937,0.935,0.935,0.947,0.958,0.932,0.94,0.954
0.0,0.0,0.0,0.931,0.93,0.931,0.929,0.932,0.935,0.954,0.94,0.946,0.945,0.938,0.956
0.0,0.0,0.0,0.929,0.932,0.93,0.93,0.934,0.933,0.948,0.956,0.936,0.951,0.945,0.947
0.0,0.0,0.0,0.929,0.93,0.93,0.931,0.936,0.937,0.946,0.939,0.953,0.944,0.948,0.941
0.0,0.0,0.0,0.929,0.931,0.931,0.932,0.94,0.932,0.946,0.942,0.952,0.952,0.933,0.951
0.0,0.0,0.0,0.929,0.93,0.931,0.931,0.932,0.933,0.939,0.947,0.939,0.937,0.957,0.97
0.0,0.0,0.0,0.93,0.929,0.93,0.93,0.938,0.933,0.935,0.936,0.943,0.939,0.948,0.936
0.0,0.0,0.0,0.93,0.931,0.93,0.931,0.939,0.935,0.934,0.944,0.956,0.955,0.935,0.949
0.0,0.0,0.0,0.929,0.93,0.93,0.93,0.938,0.935,0.935,0.937,0.941,0.936,0.963,0.953
0.0,0.0,0.0,0.931,0.93,0.929,0.932,0.934,0.934,0.935,0.951,0.952,0.947,0.946,0.952
0.0,0.0,0.0,0.93,0.931,0.931,0.931,0.932,0.939,0.935,0.949,0.934,0.946,0.956,0.962
0.0,0.0,0.0,0.93,0.932,0.93,0.931,0.938,0.941,0.934,0.94,0.946,0.946,0.958,0.952
0.0,0.0,0.0,0.931,0.93,0.932,0.932,0.935,0.94,0.937,0.949,0.937,0.949,0.95,0.959
0.0,0.0,0.0,0.93,0.93,0.931,0.931,0.932,0.934,0.945,0.937,0.941,0.949,0.942,0.936
0.0,0.0,0.0,0.931,0.93,0.931,0.93,0.93,0.935,0.94,0.939,0.94,0.968,0.959,0.945
0.0,0.0,0.0,0.931,0.929,0.93,0.931,0.931,0.934,0.939,0.939,0.945,0.946,0.932,0.948
0.0,0.0,0.0,0.929,0.929,0.931,0.931,0.935,0.932,0.937,0.939,0.938,0.951,0.949,0.963
0.0,0.0,0.0,0.929,0.93,0.932,0.932,0.933,0.932,0.94,0.936,0.946,0.97,0.938,0.96
0.0,0.0,0.0,0.93,0.93,0.93,0.933,0.931,0.932,0.94,0.943,0.95,0.961,0.962,0.938
0.0,0.0,0.0,0.929,0.93,0.931,0.931,0.935,0.938,0.945,0.938,0.942,0.955,0.947,0.956
0.0,0.0,0.0,0.93,0.93,0.932,0.93,0.938,0.936,0.963,0.936,0.944,0.944,0.955,0.946
0.0,0.0,0.0,0.929,0.93,0.932,0.931,0.938,0.936,0.939,0.952,0.941,0.936,0.948,0.951
0.0,0.0,0.0,0.93,0.93,0.931,0.933,0.933,0.934,0.935,0.951,0.946,0.943,0.941,0.963
0.0,0.0,0.0,0.93,0.932,0.931,0.931,0.933,0.936,0.939,0.939,0.968,0.961,0.946,0.962
0.0,0.0,0.0,0.93,0.931,0.931,0.93,0.935,0.937,0.946,0.944,0.951,0.947,0.931,0.961
0.0,0.0,0.0,0.931,0.931,0.933,0.933,0.935,0.935,0.937,0.948,0.944,0.936,0.946,0.962
